at,csho,dltt,ebit,ebitda,ni,prcc_c,prch_c,prcl_c,exchg
18.147,33.156,2.059,-30.159,-29.174,-29.928,2.42,4,1.25,14
2.13,15.228,0.761,-9.686,-9.625,-9.687,0.424,4.4625,0.258,12
1803.941,53.075,0,36.766,71.33,53.823,120.82,122.6503,56.7,14
37300.534,1462.158,2236.815,733.904,1570.907,1749.842,35.23,36.8,20.18,14
591.938,89.371,180.444,-18.475,12.962,-37.057,9.86,11.99,6.92,11
336.948,13.62,165.527,23.146,23.146,-14.542,6.7,8.18,5.8231,14
395.12,53.888,15.231,-25.542,6.584,-25.478,8.16,10.85,3.6,14
20.433,3.76,0.541,-7.77,-7.743,-6.719,5.36,29.75,2.0001,14
77.139,21.139,0.352,-22.376,-22.341,-20.461,5.78,9.37,3.4179,14
242.784,148.209,13.218,-41.338,-35.418,-40.002,1.33,4.15,1.205,11
254.554,13.63,36.557,22.315,25.807,14.313,60.08,64.94,38.38,14
2109,57.2,940,-202,,-212,10.68,14.93,7.25,11
201.22,67.503,0.151,21.302,23.215,17.529,3.88,6,3.63,14
1690.324,11.636,46.671,49.233,52.065,27.848,26.96,27.2,18.57,14
5380.924,29.335,232.435,118.179,123.456,65.719,26.78,27.8,21.27,14
6863,415.301,1425,591,1193,-12,22.34,23.85,11.29,11
82.121,15.002,7.84,-21.774,-21.276,-18.218,13.67,15.62,3.22,14
274.053,77.58,28.046,-15.63,-9.23,-17.819,6.87,8.29,5.93,11
1228.474,54.591,609.083,28.756,,1.798,13.52,14.5,10.02,11
2511.1,16.1,1119,70.9,124.4,-29.5,19.67,36.7,12.83,11
771.201,121.675,103.333,-215.844,-177.198,-279.659,6.32,9.3,2.99,14
5292.659,17.363,218.973,110.022,114.256,69.118,53.79,54.96,45.21,14
1009.434,48.386,460.863,-50.01,-21.553,-70.877,81.08,93.63,46.12,11
1186.83,63.569,313.594,-157.51,-145.91,-235.222,23.99,80.49,11.37,14
2374.978,91.576,604.065,-0.578,114.871,-18.566,48.64,87.98,32.11,11
482.38,61.544,214.742,4.381,18.755,-4.552,65.58,69.86,40.82,14
684.148,24.923,335.754,50.658,50.658,31.758,14.22,17.17,10.75,11
1071.699,50.016,197.625,112.193,117.158,105.095,31.92,48.69,29.56,11
9335.8,487.792,4846.2,439.5,1056.5,-1119.3,6.13,13.1,4.33,11
493.549,4.318,128.814,1.215,33.064,2.435,92.5,98.72,63.5,14
667.592,14.602,302.984,-44.544,,345.673,14.5,69.3093,13.67,14
92.216,18.207,0,-4.35,-3.077,-2.006,4.52,5.49,2.39,14
2280.931,66.525,1094.467,177.393,177.393,154.583,21.47,22.2297,17.95,11
24.884,33.204,1.402,-38.808,-38.027,-38.399,1.77,11.54,1.66,14
40.59,27.203,8.817,5.665,6.814,4.955,3.1,6.09,2.5483,14
1143.071,35.865,45.212,128.063,151.252,100.443,84.06,86.71,48.18,14
4804.186,226.31,1687.54,597.584,623.356,494.675,46.35,74.68,34.2638,14
524.48,135.813,22.866,17.142,32.3,11.522,2.01,2.1,1.0501,11
49.54,69.81,0,-18.858,-18.695,-18.606,2.5,2.97,0.35,14
1085.2,44.82,176.8,-55.2,15.5,-110,7.86,14.58,4.86,11
75.518,28.657,14.528,-56.506,-56.41,-60.827,5.81,12.79,4.31,14
11282.45,140.102,47.166,338.589,338.589,207.827,21.58,23.18,19.83,14
969.912,169.556,343.023,-22.244,101.524,-58.491,1.29,2.85,0.751,11
584.959,17.998,303.544,46.13,46.13,-22.351,20.81,22.9,19.06,14
57.153,97.414,11.648,-48.921,-48.81,-53.71,0.91,1.9,0.462,14
360.767,53.914,73.073,-157.713,-129.736,-148.799,1.96,6.96,0.6873,14
162.158,27.965,133.946,-88.235,-87.021,-105.186,3.79,12.57,3.35,14
115.586,10.309,31.248,19.662,24.482,13.247,21.89,28.01,15.91,11
,25.7,,,,,9.33,10,7.32,11
3976,182.033,2673,798,914,385,68.67,71.02,55.0842,11
,13.5,,,,,5.26,7.15,4.68,11
959.991,147.558,329.568,-139.472,-80.048,-144.348,16.78,24.9257,12.46,11
5323,135.408,1779,292,396,128,38.66,58.78,33.53,11
6857.745,350.113,569.069,-855.387,-730.374,-1321.326,27.31,70.98,18.23,14
8216,506.327,4173,580,580,246,6.13,6.64,5.13,11
3088.953,16.772,60.676,63.328,69.581,30.807,30.5,30.95,21.04,14
726.671,40.454,313.635,88.214,115.729,54.713,24.83,36.9786,20,14
2486.917,57.66,49.243,226.224,268.435,180.576,264.76,279.95,115.03,11
2369.888,69.319,1151.042,199.257,324.025,-193.174,38.84,40.16,23.83,11
1007,137.8,17.464,-84.352,-74.95,-45.092,3.63,8,2.9,11
391.972,53.173,124.674,-0.089,21.455,1.847,18.31,22.99,13.56,14
9659.815,101.602,4818.994,500.449,811.204,62.135,26.39,26.48,17.5,14
226.463,80.398,174.055,-78.691,-66.415,-102.773,9.51,11.3,5.951,14
56.403,12.238,2.124,0.197,3.203,-0.872,4.06,5.499,3.25,14
16.761,25.418,3.849,-0.902,2.526,-0.936,0.82,2.2,0.7501,12
947.382,123.341,9.249,-123.976,-89.612,-99.751,2.52,5.79,2.18,14
2396.944,49.35,1236.616,185.927,275.236,-34.769,15.64,23.38,13.77,11
3028.7,55.805,1523.5,424.2,513.5,460.7,106.18,114.6277,59.52,11
,16.209,,,,,15.68,15.7768,11.74,11
506.06,11.717,583.745,82.831,84.647,-111.513,1.35,5.4,0.65,14
2565.802,221.744,536.165,240.274,597.104,-259.72,9.25,13.09,7.32,11
77.499,39.084,0.111,-56.864,-56.847,-72.183,7.11,8.83,4.01,14
6184,145.738,2882.8,336.7,565.3,137.4,56.3,58.38,29.29,11
1514.589,113.081,566.942,-145.76,-108.395,-169.653,76.63,94.89,55.33,11
6623,187.5,1792,709,1015,621,102.63,110,58.24,11
408.826,57.015,492.915,-248.415,-245.115,-236.455,25.89,28.63,15.18,14
1591,109.208,44,45,86,-97,11.24,15.925,10,11
7992.4,36.348,371.895,124.958,136.556,61.834,25.87,26.7,17.94,14
9856.214,281.241,2253.347,557.387,1452.817,175.212,18.91,22.11,13.72,11
4814.97,40.317,2.633,53.345,73.312,18.034,19.01,20.46,13.09,14
212.43,112.725,10.088,-44.493,-41.067,-48.846,4.86,7.79,4.39,14
3390.9,134.803,1428,114.8,307.6,2.9,13.68,15.92,11.72,11
4250.979,186.884,2728.301,57.305,,4.274,3.64,5.94,3.11,11
12014.196,115.242,8496.569,345.407,366.009,148.884,35.69,36.04,16.91,11
1257.394,60.224,651.724,162.949,251.149,86.92,19.3,28.51,12.1,11
1939.67,28.651,127.962,49.062,59.498,28.636,13.25,16.38,12.72,11
25345,634,17616,1222,2243,-1195,13.6,13.65,6.49,14
32686.479,421.093,3788.232,885.886,900.555,578.276,8.91,11.53,7.76,14
3635.206,30.534,1323.399,35.247,,108.109,9.82,17.5,6.1,14
1393.456,35.194,399.674,350.15,439.604,60.981,26.42,26.42,20.95,11
374.06,109.385,90.782,-23.097,6.687,-67.434,3.81,4.97,2.51,12
1304.611,75.406,633.498,43.554,184.336,-81.306,2.88,4.84,2.1,11
2480.147,63.136,1080.217,-35.487,108.522,-22.45,3.84,15.66,2.5,11
1951.177,35.771,655.11,67.093,268.853,31.762,7.94,18,2.59,11
261.617,7.689,57.115,8.067,14.353,-1.775,3.78,11.4486,2.6,14
185397.277,2686.499,19679.023,12991.513,19105.739,21076.367,212.1,218.11,129.83,11
2785.626,67.806,586.774,193.54,271.718,46.281,24.66,36.73,21.89,14
973.002,62.13,802.104,159.51,200.879,100.288,20.25,23.69,19.32,11
421.687,106.866,37.127,-46.221,-20.63,-54.89,4.75,10.39,3.01,14
4487.245,397.925,1165.702,876.716,1282.449,681.07,17.41,27.645,15.61,11
2.036,7.197,0,-5.151,-5.147,-5.794,2.85,4.5,1.96,14
98.842,86.471,3.042,-53.122,-52.844,-54.121,2.16,5.4,0.77,14
1908.048,72.155,1106.793,93.462,130.423,-4.69,2.78,3.53,1.65,14
245.835,327.63,51.576,-16.321,-16.306,-27.761,8.96,9.21,3.42,12
18.211,12.345,0,-17.605,-17.516,-19.689,12.4,15.98,4.52,14
2148.916,11.229,127.223,35.184,38.646,16.839,24,26.46,21.48,14
792.803,146.819,211.771,-0.879,25.389,-14.642,4.34,7.645,3.25,14
259.782,88.818,50.907,-91.263,-88.762,-94.94,7.505,8.49,1.7,14
63.525,27.14,0.419,-57.539,-57.447,-56.047,8.78,11.11,4.24,14
4691.867,506.412,2274.502,332.314,566.13,216.959,1.41,2.6763,0.865,11
27.424,18.024,34.146,2.057,3.962,-5.046,0.115,0.4,0.04,19
12256,65.5,4173,233,492,-71,52.65,53.9,39.51,11
586.971,46.577,55.709,-0.039,18.071,48.939,19.29,25.43,16.71,14
636.484,11.524,72.852,53.736,60.226,34.716,51.26,55.5,21.27,11
3461.682,209.836,302.01,128.521,376.502,110.738,23.69,24.02,10.26,14
6314.436,44.671,27.916,111.65,118.255,56.239,17.4,17.64,12.69,14
1904,73.011,112,-722,-468,-788,0.93,5.18,0.51,19
104826,615.925,15658,4500,4867,3747,36.01,38.18,23.12,11
764.111,25.419,91.5,42.253,71.126,31.558,17.55,18.49,12.48,14
3269.84,277.3,1482.161,64.727,398.343,6.618,1.81,4.05,1.32,11
1936.584,24.87,928.342,167.116,266.052,44.602,72.21,74.456,44.33,11
4726,75.082,495,129,298,-22,7.35,17.9,6.01,14
4726,75.082,495,129,298,-22,7.35,17.9,6.01,14
10058.636,226.501,6066.325,118.101,552.211,-148.684,15.39,18.4761,10.96,14
422.968,14.38,123,38.436,79.423,8.45,9.23,11.71,7.32,14
80.734,37.446,14.92,-40.101,-39.838,-45.406,1.11,5.45,0.62,14
4185.29,76.389,83.022,805.774,838.149,859.867,203.4,331.27,173.31,11
40.24,163.157,3.75,-18.921,-18.592,-17.373,2.27,2.49,0.57,12
97793,4250,14475,14171,15945,11621,47.96,58.26,40.96,14
16551.871,135.004,12591.227,765.39,,305.567,37.22,38.265,31.255,11
84.887,32.267,2.897,0.824,2.633,1.058,10.98,13.65,3.13,12
,9.638,,,,,11.84,12.2644,9.7133,11
2565.181,71.051,1249.632,109.117,164.469,39.664,74.07,85.07,50.29,14
38.172,44.658,0.147,-23.197,-21.239,-30.774,2.94,5.07,1.11,14
6442.1,267.685,2836.5,600.3,1063.3,-203.6,52.21,53.7399,37.68,14
,6.79,,,,,28.3,29.4652,21.78,11
257.2,34.947,26.136,-1.568,4.064,-1.809,37.46,37.82,20.84,14
1084.15,51.877,26.848,-708.124,-705.841,-680.238,72.19,193.56,56.5,14
2019,233.29,2720,217,266,528,20.21,21.99,16.23,11
66.729,11.766,2.715,8.647,9.238,9.631,23.38,29.8,16.68,14
685.481,14.141,394.431,3.191,,-10.42,18.39,20,12.4,11
2092.2,79.517,347.3,-107.2,-66.5,77.3,37.19,38.635,16.795,11
267.397,17.185,7.051,-37.101,-33.51,-37.638,43.21,51.33,33.14,14
10.347,30.719,0.465,-23.896,-23.705,-9.781,0.97,9.45,0.28,14
1405.166,38.044,503.698,62.284,72.93,63.064,116.58,148.74,69.15,14
37.67,23.503,12.041,-37.197,-36.514,-37.589,1.52,6.65,1.27,14
405.919,39.251,184.739,59.671,73.05,31.667,20.51,29.8,14.57,14
147.902,32.235,10.886,-45.394,-42.727,-42.994,24.9,35.87,14.615,14
342.942,56.806,14.38,-295.681,-288.54,-290.976,16.47,41.97,10.38,14
78.74,50.334,58.217,-85.802,-83.272,-86.372,3.95,5.55,2.35,14
1419.7,85.886,611.3,291.8,315.6,223.9,10.22,14.87,8.4,11
222.727,67.329,28.214,-68.545,-66.972,-64.486,11.52,16.3834,2.9,14
284.256,72.414,0.36,-32.687,-32.687,-25.779,8.02,11.03,6.15,14
28.486,50.652,1.873,-50.558,-48.361,-59.006,1.17,5.38,0.52,14
113.393,23.234,26.782,-37.793,-36.006,-45.177,0.8256,7.0353,0.7201,14
47.949,30.141,18.215,-27.517,-25.02,-29.248,8,9,4.9,14
1012.8,33.286,421.109,83.113,104.59,52.741,15.63,19.98,14.0103,11
,28.334,,,,,8.945,9.58,8.1,11
24.372,7.32,2.842,-14.048,-13.727,-15.551,2.16,10.08,1.85,14
134.424,54.709,133.622,-72.831,-70.531,-84.305,16.9,24,11.22,14
624.752,35.127,294.575,33.801,51.656,24.9,15.14,18.47,9.6,14
83.018,30.814,30.287,-44.807,-43.658,-44.675,3.83,3.91,1.73,14
517.001,76.241,136.19,-2.729,42.638,-60.788,0.9968,3.69,0.66,11
,4.974,,,,,9.91,10.02,8.0401,11
251.13,81.873,64.856,-46.618,-37.859,-89.835,1.82,7.79,1.76,14
9.526,4.126,0,-7.495,-7.463,-6.848,1.62,10.898,1.3,14
48.621,35.883,2.167,-20.014,-18.3,-19.457,1.2,1.9,0.93,14
35.009,153.32,3.264,-27.866,-27.697,-12.794,0.6207,1.98,0.2693,14
12256.342,181.901,572.944,-29.277,-27.402,117.216,125.75,126.05,70.49,14
12256.342,181.901,572.944,-29.277,-27.402,117.216,125.75,126.05,70.49,14
14.125,2.891,2.911,-1.212,1.665,-2.047,2.2,4.4,1.89,12
,41.463,,,,,19.07,19.25,16.31,11
1271.922,125.481,896.79,47.872,172.098,-147.413,1.96,2.68,1.11,11
240.727,40.526,2.855,14.101,24.435,14.098,46.72,49.266,26.5,14
481,3.987,7.517,18.805,23.726,11.59,2.81,8.16,2.5,11
10.113,4.078,0,-6.609,-6.557,-7.097,10.02,12.89,2.25,14
1799.6,47.528,310.7,57.7,94.6,-45.9,33.7,53.45,31.29,11
16.599,125.144,2.365,-30.597,-30.2,-33.592,0.742,1.2,0.64,14
2502.088,45.504,414.726,-86.303,35.617,-60.191,27.67,49.03,22.55,11
6958,49.176,4850,429,900,-28,9.03,30.18,4.68,11
9334.6,236.258,6011.9,537.3,1170.7,150,34.65,34.685,22.07,11
1427.711,39.473,72.247,298.904,343.372,227.72,113.87,120.23,93.58,14
78.165,6.791,0,-5.283,-5.282,-4.221,6.485,11.48,5.2556,14
12989.1,66.666,1115.5,703.4,774,531.1,77.5,91.975,64.91,11
6494.8,168.7,2803.3,445.2,659.9,-100.2,24.24,24.77,16.96,11
131.896,49.746,14.262,-64.463,-62.16,-63.381,9.91,18.94,5.49,14
2953.048,93.6,2278.797,-929.941,-737.522,-984.584,90.37,173.7175,78.61,11
371.424,52.079,,67.348,90.114,53.711,49.41,53.27,33.52,14
48.796,6.21,131.294,7.33,8.032,-3.531,2.96,4.99,2.16,11
33.976,9.775,4.862,-0.11,1.14,1.038,1.53,3.71,1.26,14
428.525,156.196,46.067,6.1,15.002,-9.542,3.19,11.3,2.64,14
2309.557,16.688,157.7,58.086,61.271,33.878,24,24.305,16.93,14
308.523,43.997,3.086,-146,-145.166,-140.729,22.96,31.94,18,14
8734.135,227.432,3824.953,133.877,,-36.899,13.92,15.11,12.18,11
12788.301,56.284,433.636,269.749,283.404,167.365,34.74,38.78,28.06,11
2799.39,123.056,1528.873,-167.114,-107.714,-102.175,7.26,9.82,3.7,11
168.768,63.514,6.718,-92.895,-92.416,-89.86,5.71,6.9,2.45,14
289.566,26.505,225.037,20.633,41.297,6.516,9.91,11.95,8.86,11
8296.526,239.823,3485.056,361.877,,284.975,37.24,40.96,27.35,11
7954.937,51.064,762.536,188.554,204.487,90.739,29.13,29.33,20.835,14
126.087,76.25,0.617,-36.657,-35.64,-36.319,2.74,4.68,2.18,14
1234.602,63.737,705.912,212.822,237.193,174.311,16.46,18.31,12.95,11
3544.43,63.492,1312.548,366.818,481.716,243.02,111.15,115.5,82.12,14
79.498,4.835,0.707,15.515,15.879,14.527,71.4,104.3,60.98,14
147.697,28.139,11.632,-42.819,-42.39,-41.595,13.11,14.95,6.1725,14
2999,121.1,2659.4,604.8,694.6,124,54.68,63.9,41.5,14
1757.321,55.213,504.698,50.604,142.704,5.451,31.22,63.64,19.5,14
236.126,36.148,62.875,-0.253,15.347,-1.383,59.09,61.16,31.27,14
1753.309,67.697,924.539,215.501,239.374,92.491,20.97,22.25,9.52,14
28.986,28.93,0,-15.599,-15.598,-15.562,1.02,1.79,0.4,14
5640.553,77.569,3471.992,448.455,669.98,81.001,59.64,59.92,34.64,14
405.354,20.977,192.856,3.303,17.383,-42.061,1.5,3.95,1,14
5060.297,24.965,177.935,131.206,148.472,58.544,38.02,39,27.21,14
14.217,23.323,0.311,-34.604,-34.55,-34.055,5.92,9.97,4.0644,14
165733,433.121,12268,3250,3250,1791,40.61,40.92,29.265,11
3277.7,17.961,1754.1,402.8,545.3,70.1,22.68,23.43,16.76,11
952.385,45.109,110.958,-87.316,29.717,-79.044,2.2,24.62,1.2243,14
26.977,7.076,4.115,-29.937,-28.76,-42.526,1.26,134,0.7901,14
408.927,70.367,188.642,109.068,112.327,89.833,18.005,23.91,8.32,14
1569.268,42.955,584.78,-46.464,-17.671,-53.746,158.5,207.98,117.77,11
12621.746,268.803,2217.696,1827.229,2151.053,1263.207,108.67,111.86,80.27,11
924.711,28.809,269.957,73.668,95.051,47.949,44.53,45.15,16.24,11
857.397,87.657,56.473,-89.314,-78.167,-76.97,42.89,61.23,32.3323,14
479.903,44.886,141.148,32.594,51.123,11.658,2.95,4.35,2.7135,14
469.645,31.544,180.745,-87.279,-82.716,-103.686,117.54,117.97,35.15,11
98.563,18.33,6.069,12.586,15.991,13.056,9.55,16.14,8.6808,14
478.228,20.78,166.567,6.257,34.12,3.477,10.43,14.16,7.7997,14
28.359,24.496,4.656,-15.834,-14.792,-15.918,1.55,18.71,0.72,14
646.396,46.639,315.054,-45.722,-41.562,-48.134,42.05,64.115,34.43,11
2194.709,82.964,1582.953,49.567,49.967,2.014,7.65,8.11,4.04,11
49.143,64.673,8.097,-77.105,-76.366,-71.454,5.46,9.11,4.18,14
204.404,49.54,44.717,-88.766,-85.242,-106.818,8.94,15.48,4.78,14
7453.795,103.866,2805.652,341.164,583.629,131.258,59.475,59.85,36.56,14
898.067,25.25,527.768,15.351,49.972,-45.371,35.71,54.87,26.0861,14
875.539,50.488,241.612,70.423,73.502,58.656,11.48,11.75,7.03,14
353.826,128.978,75.557,-146.554,-96.257,-159.796,3.67,4.79,0.8544,12
43.706,13.883,11.935,3.576,5.475,3.324,16.14,21.8,7.88,14
12112.894,65.2,577.324,366.921,395.191,205.104,43.07,44,32.04,14
1.22,20.851,0,-4.779,-4.724,-4.16,3.5,19.3,3.22,14
782.5,2.203,103.034,4.437,28.979,-13.855,23.6,66.4,19.43,12
855.605,25.353,450.868,34.936,49.171,21.575,16.4,18.45,11.53,14
6818,234.9,3859.7,568.8,827.5,249,30.4,32.2,22.73,11
115.451,28.853,0,0.675,1.579,-6.357,1.81,2.55,1.4,14
8.734,2.907,0.47,-1.585,-0.121,-2.141,2.39,3.78,1.97,19
2324.309,101.458,986.875,171.149,241.036,150.631,50.81,53,25.2,11
3229.021,208.64,719.639,460.987,512.142,426.668,33.5,41.5,22.85,14
1304.583,66.364,940.346,64.792,71.726,27.955,4.14,7.89,2.88,11
101.668,9.779,44.638,5.689,12.552,-9.068,3.86,6.68,2.27,12
1258.434,59.838,484.438,-80.066,-37.303,-88.937,65.71,109,50,11
1378.779,6.734,71.652,31.559,33.238,16.452,25.63,27.98,16.24,14
1136.155,37.222,65.949,67.741,105.29,63.073,24.06,25.75,18.62,11
116.25,50.088,26.581,-85.3,-78.125,-112.477,1.29,4.14,0.7211,14
45058,338.446,35076,7218,9814,3505,147.81,150.17,110.31,11
361.603,40.234,43.709,55.753,83.576,31.623,2.52,4.68,2.01,14
,17.51,,,,,11.25,12.35,9.31,11
,23.177,,,,,16.38,16.59,13.58,11
4693.334,243.81,796.074,834.44,926.425,792.721,97.77,141.6,82.56,14
47.12,32.95,0.033,3.136,3.961,2.785,3.27,4.24,2.14,14
2498.439,286.52,406.248,2.677,59.421,-84.634,6.78,14.37,4.95,14
1081.895,41.156,915.543,232.152,250.782,111.488,12.18,16.99,9.04,11
2700.56,53.254,946.77,152.684,230.915,40.809,23.24,25.69,13.94,11
5502.83,1017.439,395.158,-297.027,-221.407,-290.837,2.79,13.67,2.45,14
2846.358,121.37,1621.575,100.434,,109.523,19.18,21.74,15.96,11
2711.387,348.817,8.664,-112.473,-107.398,1513.005,9.97,32.95,7.97,14
59.905,12.541,12.85,-2.769,1.576,-5.137,1.59,3.01,1.3,14
,3.893,,,,,8.0208,8.4499,6.9889,12
74.064,111.727,2.712,-4.643,-4.498,-3.763,0.76,1.19,0.57,12
2288.782,42.554,1136.884,171.322,287.855,23.381,27.08,32.42,14.4,11
141.097,55.212,15.484,-27.157,-26.525,-25.469,3.62,6.04,2.44,14
4067.556,113.309,1916.848,215.78,416.896,59.066,23.9,25.22,11.79,11
759.417,47.986,34.473,-254.421,-246.916,-244.654,139.12,140.15,59.58,14
1187.413,38.011,662.203,129.77,185.364,-272.107,8.82,15.52,4.8001,11
1391.289,58.039,585.544,46.124,113.982,-155.079,7.48,12.29,4.3,11
1125.543,29.421,172.624,52.987,122.444,0.719,6.33,7.94,3,11
968.268,34.417,308.557,27.163,67.555,19.827,59.57,105.84,43.184,11
2234.589,74.832,899.077,35.439,,7.207,23.73,23.76,15.3,11
364.475,25.778,0,54.529,73.973,42.728,65.2366,68.88,30.25,14
9.429,8.273,0.211,-14.069,-13.954,-13.836,1.72,4.2,1.28,14
18.121,4.051,3.309,-22.296,-22.274,-22.674,2.34,17.3,2.07,14
23.825,10.365,4.135,-19.359,-18.469,-19.45,1.14,12.6,0.77,14
1908.634,155.077,945.893,76.66,184.91,7.775,18.82,18.86,11.5,14
45.119,58.09,7.578,-18.959,-17.7,-19.298,0.7019,3.24,0.5586,14
3724.197,22.604,38.642,104.095,104.095,66.067,41.06,42.6,32,14
72.293,3.351,0,0.322,8.792,1.763,19.48,20.2,16.01,14
7258,163.574,4271,603,914,-52,18.09,41.6,11.71,11
13.34,3.256,0.092,2.553,2.658,4.736,3.78,6,2.2,19
1508.374,53.858,581.789,50.442,82.534,-13.359,21.0464,23.05,15.01,11
13.532,43.069,3.356,-12.583,-12.435,-13.045,1.6,4.42,1.11,14
6640.7,249.9,1738.3,424.3,631.5,514.3,41.69,46.25,30.85,14
53.629,65.038,6.732,-6.436,-5.965,-12.017,3.35,3.42,1.18,14
1576.841,22.142,771.531,89.844,89.844,34.705,14.81,15.96,11.84,11
15.863,1.942,0,0.111,0.113,0.25,9.318,11.807,7.87,12
8.871,11.716,0,0.456,,-1.225,0.82,3.73,0.503,14
781.601,98.796,312.101,-195.508,-180.693,-241.965,16.13,28.75,10.27,11
8.884,54.724,1.654,-1.567,-1.302,-1.345,0.57,4.9,0.4,14
13.108,68.702,1.659,-17.473,-17.125,-13.267,0.3497,1.22,0.312,14
54.774,20.762,0,-12.169,-12.151,-10.442,5.5,6.1372,1.41,14
1307.336,9.938,53.656,18.977,20.567,9.014,18.13,18.25,14.5903,14
3263.006,112.671,1315.953,120.058,,55.4,21.61,23.33,16.67,11
563.411,51.756,18.158,85.111,91.917,82.46,69.01,72.7,47.1,14
,6.895,,,,,11.6,11.75,9.51,11
6301.2,172.867,2569.7,209.7,415.7,137,67.92,82.3,59.82,11
5017,192.142,5198.552,345.225,,10.582,8.21,20.14,5.24,14
5449.6,68.902,3461.6,426.9,522.7,51.1,50.22,53.03,32.54,11
1759.874,36.957,206.81,49.327,97.293,23.425,34.36,35.9,20.61,11
1865.989,25.246,1402.042,14.909,27.635,99.14,45,50.67,33.5,11
1740.058,64.741,1277.569,81.553,178.811,-7.331,11.56,12,3.4,14
32.574,8.646,1.604,-19.719,-19.525,-28.805,5.48,10.4,1.82,14
350.019,147.192,64.474,-112.895,-108.197,-120.199,4.22,9.76,2.12,14
4662.14,108.633,4171.732,51.284,174.443,14.619,1.64,1.79,0.92,19
1494.624,48.898,32.785,223.147,250.042,146.549,95.09,96.6875,34.05,14
3084.245,59.659,1518.065,120.562,,3.983,33.62,35.76,25.11,11
812.777,22.423,202.791,16.504,,44.406,19.14,22.2,17.21,11
365.413,26.476,184.805,64.966,75.349,24.3,22.92,23.29,16.37,14
633.394,26.807,5.347,37.93,56.154,27.982,22.88,24.36,16.15,14
1156.432,48.298,285.842,-23.783,42.159,-38.25,4.27,7.7828,2.82,11
1466.72,25.981,294.98,112.852,152.902,81.039,92.5,93.21,62.91,11
3151.831,5.715,1723.083,334.922,551.609,178.582,1488.47,1569.74,782.01,11
30.691,51.846,0.395,-6.622,-3.377,-4.488,0.2957,1.75,0.191,12
1542.352,118.343,861.059,92.678,140.709,95.894,44.3,73.345,39.76,14
10.422,5.582,1.19,-10.97,-10.049,-12.446,1.13,40.6,0.92,14
405.466,40.684,19.231,10.707,15.174,10.167,34.23,35.73,17.87,14
2603.963,33.49,751.965,292.462,345.162,190.995,103.08,113.74,43.71,11
952.777,23.077,204.615,70.041,84.537,29.562,45.13,47.17,35.9936,11
2716.6,76.653,835.9,195.3,352.8,-36.7,79.3,80.52,38.73,14
510.351,26.587,0.516,54.495,74.132,25.698,19.06,23.11,16.63,11
6214.086,179.584,3452.255,352.76,481.585,248.809,22.12,25.96,14.28,11
31.847,31.439,0.003,-15.621,-14.639,-17.855,0.5527,2.87,0.43,14
994.818,33.457,629.899,74.963,125.484,-2.943,37.31,38.2176,27.35,11
816.877,41.52,0,-31.233,-28.872,668.629,18.665,22.95,4.78,14
291.313,80.736,31.636,-81.386,-76.523,-82.372,1.18,4.59,0.9011,14
29.501,123.312,0,-25.761,-25.756,-22.001,1.4,4.12,0.92,14
10.507,36.351,79.412,-20.337,-20.033,-24.522,0.3793,2.85,0.265,14
1475.275,40.367,769.727,116.032,116.032,36.148,21.28,22.47,18.08,11
68.976,33.838,0.942,-41.724,-41.396,-41.092,3.84,3.98,1.2225,14
83.739,22.872,0,0.549,1.34,0.796,0.6273,1.66,0.4326,14
707.694,49.272,89.126,-361.326,-356.067,-347.694,80.11,102.98,48.285,14
2.797,19.108,0,-10.844,-10.838,-10.133,0.1689,1.35,0.15,14
9609.37,118.257,2296.601,286.609,422.848,-58.595,15.99,29.17,15.32,14
1545.208,205.96,394,235.172,345.873,214.368,12.72,18.77,11.25,11
1643.996,6.559,33.243,40.974,45.039,20.691,38.3,42.28,31.3535,14
56.639,14.601,0.449,-2.894,-1.719,-3.143,10.27,17.24,8.63,14
3715,131,2537,92,315,10,14.84,18.38,13.14,11
18094.144,79.729,404.031,457.484,464.24,279.135,38.05,40.06,31.89,14
496.094,27.633,194.077,46.276,92.083,45.551,9.4,19.47,8.05,11
421.04,25.387,253.12,-39.39,-17.7,80.75,3.49,5.79,1.34,11
306.302,33.679,17.105,-23.748,-8.265,-22.722,20.58,22.28,10.01,14
562.531,21.411,194.343,19.169,,8.376,42.86,49.17,27.88,11
139.659,26.086,72.23,-26.63,-7.234,-31.197,,,,14
181.543,105.167,22.966,-139.77,-131.76,-137.165,1.2,6.31,0.709,14
593.8,12.514,7.809,17.716,36.842,9.745,35.78,39.04,26.1,14
,11.203,,,,,15.56,16.64,11.42,11
36.188,3.892,2.239,-22.978,-22.343,-23.603,4.17,10.0787,2.76,14
3489.479,116.429,142.641,-141.147,-105.496,-124.842,397.58,416.6,129.48,11
43908.764,5605.581,5337.101,1213.079,3075.902,7.855,3.71,6.65,3.33,11
,37.582,,,,,14.15,14.314,12.21,11
2406.334,18.87,,70.167,73.563,44.324,30.12,33.05,25.18,14
1019.187,62.74,311.631,57.65,74.751,40.399,33.12,56.47,27.81,14
7.24,40.479,0,-14.295,-14.281,-16.457,1.2,1.375,0.81,14
15609,117.823,13872,904,1512,-675,2.9,5.35,1.79,11
1041.072,32.558,29.73,152.654,179.854,83.762,75.72,97.38,67.39,14
181.089,19.784,0,11.526,11.94,11.526,11.12,11.82,8.97,14
2046.443,27.441,0,189.085,,174.966,164.87,192.13,126.71,11
